call_idx,identity_idx,schedule,f,seed,condition,layer,rows,n,exact,syndrome_ok,iterations,status,finite,symbol_errors,unsatisfied_checks,wall_s,rss_bytes,check_node_updates,check_edge_updates,belief_max_prob,belief_mean_true_p,belief_mean_entropy,beliefs_conditioned,current_belief_label
212,106,FLOODING,1.2,2026091310,L1_ORACLE_U2,L1,59,64,True,True,7,converged_exact,True,0,0,0.032431045998237096,105304064,413,1239,1.0,0.9882864967900207,0.06333886334476443,True,CHECK_UPDATED_CURRENT_BELIEF
213,107,ROW_LAYERED,1.2,2026091310,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,46,38,0.37458671100466745,105304064,4680,14040,0.6455090071567156,0.13131953667200325,3.929072603342256,True,CHECK_UPDATED_CURRENT_BELIEF
214,107,FLOODING,1.2,2026091310,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,46,38,0.3741910140015534,105304064,4680,14040,0.6455090071420605,0.13131953667095103,3.929072603314455,True,CHECK_UPDATED_CURRENT_BELIEF
215,108,ROW_LAYERED,1.2,2026091310,L2_ORACLE_U1,L2,52,64,False,False,90,converged_no_syndrome,True,5,1,0.36947016100020846,105304064,4680,14040,1.0,0.9304043663511421,0.2476633990052757,True,CHECK_UPDATED_CURRENT_BELIEF
216,108,FLOODING,1.2,2026091310,L2_ORACLE_U1,L2,52,64,False,False,90,converged_no_syndrome,True,5,1,0.3685316100018099,105304064,4680,14040,1.0,0.9304043668517712,0.24766337835887403,True,CHECK_UPDATED_CURRENT_BELIEF
217,109,ROW_LAYERED,1.2,2026091311,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,28,18,0.4303173060034169,105304064,5310,15930,1.0,0.5634550721215181,1.0944657416492156,True,CHECK_UPDATED_CURRENT_BELIEF
218,109,FLOODING,1.2,2026091311,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,26,16,0.41541376300301636,105304064,5310,15930,1.0,0.5895916494379443,0.6958457837931529,True,CHECK_UPDATED_CURRENT_BELIEF
219,110,ROW_LAYERED,1.2,2026091311,L1_ORACLE_U2,L1,59,64,True,True,3,converged_exact,True,0,0,0.014723555999808013,105304064,177,531,1.0,0.9992795739913591,0.006483768752144467,True,CHECK_UPDATED_CURRENT_BELIEF
220,110,FLOODING,1.2,2026091311,L1_ORACLE_U2,L1,59,64,True,True,6,converged_exact,True,0,0,0.029184135994000826,105304064,354,1062,1.0,0.9999949850806787,7.552631813173136e-05,True,CHECK_UPDATED_CURRENT_BELIEF
221,111,ROW_LAYERED,1.2,2026091311,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,43,48,0.3756085510030971,105304064,4680,14040,0.542535012052399,0.11873475690437595,4.170860576501358,True,CHECK_UPDATED_CURRENT_BELIEF
222,111,FLOODING,1.2,2026091311,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,43,48,0.37084150000009686,105304064,4680,14040,0.542535012052397,0.11873475690437603,4.170860576501356,True,CHECK_UPDATED_CURRENT_BELIEF
223,112,ROW_LAYERED,1.2,2026091311,L2_ORACLE_U1,L2,52,64,True,True,10,converged_exact,True,0,0,0.04170283999701496,105304064,520,1560,1.0,0.9659814794486413,0.14838475680483176,True,CHECK_UPDATED_CURRENT_BELIEF
224,112,FLOODING,1.2,2026091311,L2_ORACLE_U1,L2,52,64,True,True,17,converged_exact,True,0,0,0.06956691999948816,105304064,884,2652,1.0,0.9652305022168164,0.1490246508744611,True,CHECK_UPDATED_CURRENT_BELIEF
225,113,ROW_LAYERED,1.2,2026091312,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,47,42,0.4293795300036436,105304064,5310,15930,0.6690954732140392,0.12917287447361472,3.814435430184528,True,CHECK_UPDATED_CURRENT_BELIEF
226,113,FLOODING,1.2,2026091312,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,47,42,0.4219121810019715,105304064,5310,15930,0.6690826054034041,0.12917323558006838,3.8144559890266656,True,CHECK_UPDATED_CURRENT_BELIEF
227,114,ROW_LAYERED,1.2,2026091312,L1_ORACLE_U2,L1,59,64,True,True,3,converged_exact,True,0,0,0.014932446996681392,105304064,177,531,1.0,0.9999994234956054,9.642602466276112e-06,True,CHECK_UPDATED_CURRENT_BELIEF
228,114,FLOODING,1.2,2026091312,L1_ORACLE_U2,L1,59,64,True,True,4,converged_exact,True,0,0,0.019548290998500306,105304064,236,708,0.9999999999464897,0.9881519684920419,0.07464765043976423,True,CHECK_UPDATED_CURRENT_BELIEF
229,115,ROW_LAYERED,1.2,2026091312,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,42,33,0.37224664699897403,105304064,4680,14040,0.8709756317815592,0.2079712799490778,3.613903474075973,True,CHECK_UPDATED_CURRENT_BELIEF
230,115,FLOODING,1.2,2026091312,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,42,33,0.37393145600071875,105304064,4680,14040,0.8710262701310465,0.2079806982365994,3.613836835214938,True,CHECK_UPDATED_CURRENT_BELIEF
231,116,ROW_LAYERED,1.2,2026091312,L2_ORACLE_U1,L2,52,64,True,True,5,converged_exact,True,0,0,0.020966586002032273,105304064,260,780,1.0,0.9827557354003136,0.08016788092118766,True,CHECK_UPDATED_CURRENT_BELIEF
232,116,FLOODING,1.2,2026091312,L2_ORACLE_U1,L2,52,64,True,True,9,converged_exact,True,0,0,0.03789446400332963,105304064,468,1404,1.0,0.9819658939759843,0.0827320818757703,True,CHECK_UPDATED_CURRENT_BELIEF
233,117,ROW_LAYERED,1.2,2026091313,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,36,38,0.43104375199618516,105304064,5310,15930,0.8401817632595447,0.23765391810338315,3.542558746286536,True,CHECK_UPDATED_CURRENT_BELIEF
234,117,FLOODING,1.2,2026091313,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,36,38,0.4227751509970403,105304064,5310,15930,0.847809667036572,0.23912122262855864,3.518050496737629,True,CHECK_UPDATED_CURRENT_BELIEF
235,118,ROW_LAYERED,1.2,2026091313,L1_ORACLE_U2,L1,59,64,True,True,2,converged_exact,True,0,0,0.009720916001242585,105304064,118,354,0.9999999999952698,0.9735505648586551,0.14405194453963782,True,CHECK_UPDATED_CURRENT_BELIEF
236,118,FLOODING,1.2,2026091313,L1_ORACLE_U2,L1,59,64,True,True,4,converged_exact,True,0,0,0.019718944997293875,105304064,236,708,0.9999999999983495,0.9974441668380378,0.015678339367260968,True,CHECK_UPDATED_CURRENT_BELIEF
237,119,ROW_LAYERED,1.2,2026091313,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,39,28,0.36942837000242434,105304064,4680,14040,0.9999857252517607,0.3311238951434811,2.921791709974376,True,CHECK_UPDATED_CURRENT_BELIEF
238,119,FLOODING,1.2,2026091313,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,39,28,0.3770379270063131,105304064,4680,14040,0.9999857298577203,0.33112289985214105,2.921686096617978,True,CHECK_UPDATED_CURRENT_BELIEF
239,120,ROW_LAYERED,1.2,2026091313,L2_ORACLE_U1,L2,52,64,True,True,17,converged_exact,True,0,0,0.0722373289972893,105304064,884,2652,1.0,0.9999991019643306,1.6253987262364852e-05,True,CHECK_UPDATED_CURRENT_BELIEF
240,120,FLOODING,1.2,2026091313,L2_ORACLE_U1,L2,52,64,True,True,35,converged_exact,True,0,0,0.14701165600126842,105304064,1820,5460,1.0,0.9899744643351407,0.032815319451796596,True,CHECK_UPDATED_CURRENT_BELIEF
241,121,ROW_LAYERED,1.2,2026091314,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,45,57,0.43014820700045675,105304064,5310,15930,0.4103153189560679,0.11025201153205952,4.286572588218121,True,CHECK_UPDATED_CURRENT_BELIEF
242,121,FLOODING,1.2,2026091314,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,45,57,0.4190885870048078,105304064,5310,15930,0.4103153189562179,0.11025201152254817,4.286572588242768,True,CHECK_UPDATED_CURRENT_BELIEF
243,122,ROW_LAYERED,1.2,2026091314,L1_ORACLE_U2,L1,59,64,True,True,3,converged_exact,True,0,0,0.01444833200366702,105304064,177,531,1.0,0.996983081385457,0.02479781279193399,True,CHECK_UPDATED_CURRENT_BELIEF
244,122,FLOODING,1.2,2026091314,L1_ORACLE_U2,L1,59,64,True,True,5,converged_exact,True,0,0,0.024734327002079226,105304064,295,885,1.0,0.9508676205985198,0.28647330907461804,True,CHECK_UPDATED_CURRENT_BELIEF
245,123,ROW_LAYERED,1.2,2026091314,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,49,41,0.38093269700038945,105304064,4680,14040,0.6089013829670149,0.0970718646036956,4.100320850529114,True,CHECK_UPDATED_CURRENT_BELIEF
246,123,FLOODING,1.2,2026091314,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,49,41,0.3695587050024187,105304064,4680,14040,0.608901382967018,0.0970718646036956,4.100320850529111,True,CHECK_UPDATED_CURRENT_BELIEF
247,124,ROW_LAYERED,1.2,2026091314,L2_ORACLE_U1,L2,52,64,True,True,4,converged_exact,True,0,0,0.0165423149956041,105304064,208,624,1.0,0.9475159164485176,0.26781834713151964,True,CHECK_UPDATED_CURRENT_BELIEF
248,124,FLOODING,1.2,2026091314,L2_ORACLE_U1,L2,52,64,True,True,7,converged_exact,True,0,0,0.02872332099650521,105304064,364,1092,0.9999999999999998,0.9367503709759106,0.3281292701875836,True,CHECK_UPDATED_CURRENT_BELIEF
249,125,ROW_LAYERED,1.2,2026091315,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,45,39,0.43577043199911714,105304064,5310,15930,0.8043457670338165,0.20141282949674633,3.585639989914875,True,CHECK_UPDATED_CURRENT_BELIEF
250,125,FLOODING,1.2,2026091315,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,45,39,0.4252510700025596,105304064,5310,15930,0.8067973269749279,0.20151480738204786,3.5871298954066004,True,CHECK_UPDATED_CURRENT_BELIEF
251,126,ROW_LAYERED,1.2,2026091315,L1_ORACLE_U2,L1,59,64,True,True,7,converged_exact,True,0,0,0.03403142499882961,105304064,413,1239,1.0,0.9862581581444265,0.07323108901830475,True,CHECK_UPDATED_CURRENT_BELIEF
252,126,FLOODING,1.2,2026091315,L1_ORACLE_U2,L1,59,64,True,True,18,converged_exact,True,0,0,0.08480487399356207,105304064,1062,3186,1.0,0.9984591258524512,0.008201366521472322,True,CHECK_UPDATED_CURRENT_BELIEF
253,127,ROW_LAYERED,1.2,2026091315,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,47,51,0.3752940690028481,105304064,4680,14040,0.4437847374705603,0.09870699696729965,4.300644009513973,True,CHECK_UPDATED_CURRENT_BELIEF
254,127,FLOODING,1.2,2026091315,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,47,51,0.371188320001238,105304064,4680,14040,0.4437847374705663,0.09870699696729998,4.30064400951397,True,CHECK_UPDATED_CURRENT_BELIEF
255,128,ROW_LAYERED,1.2,2026091315,L2_ORACLE_U1,L2,52,64,True,True,16,converged_exact,True,0,0,0.06742357199982507,105304064,832,2496,1.0,0.9539894928919979,0.26663066159347015,True,CHECK_UPDATED_CURRENT_BELIEF
256,128,FLOODING,1.2,2026091315,L2_ORACLE_U1,L2,52,64,True,True,34,converged_exact,True,0,0,0.13929594199726125,105304064,1768,5304,1.0,0.9773896460045899,0.13674322314924497,True,CHECK_UPDATED_CURRENT_BELIEF
